english_name,arabic_name,meaning,gender
Amlas,أملس,"Amlas is an Arabic name for boys and girls that means soft, delicate, smooth. It can also mean innocent, blameless, one who has a spotless conscience.",female
Amman,عمان,"Amman is an Arabic name for boys and girls that means resident, citizen, one who stays in a place for a long time,",female
Ammatunnaafe,ماتنفع,"Ammatun Naafe is an indirect Quranic name for girls that means servant of al-Naafe, al-Naafe being one of the names of Allah subhanahu wa taala, that means the beneficent, the source of blessings. Thus the meaning is servant of Allah. Ammatun Naafe is the feminine version of the boy name Abdul Naafe. Amma is the Arabic",female
Ammuna,أمونة,"Loyal, Trustworthy, faithful",female
Ammuni,أمني,"Ammuni is an Arabic name for boys and girls that means safe, away from harm. It also means one who trusts others and feels safe in their presence.",female
Ammura,أمورة,Beautiful and Radiant,female
Ammuri,أموري,Beautiful and Radiant,female
Amna,أمنة,"Peace ,Safety.",female
Amnajane,منجن,A Tranquil Gif Of Peace From Allah Almighty .,female
Amnan,أمنا,Safe and Secure,female
Bahiyyal,بحيل,Magnificence of the faith,male
Bahjat,بهجة,"Splendours, pl. of Bahjah, delight, joy.",male
Bahlawan,بهلوان,Acrobat.,male
Bahlul,بحلول,"Happiness, Laughter, Joy and Delight",male
Bahman,بهما,Name of the 11th month of the Iranian calender.,male
Bahnam,بهنام,"Bahnam is a variant of the Persian boy name Behnam which means reputable, honorable.",male
Bahoos,بحوث,"Bahoos is an Arabic name for boys that means researcher, searcher, seeker.",male
Bahoosh,بحوش,"Bahoosh is an Arabic name for boys that means cheerful, relaxed, glad.",male
Bahr,بحر,Ocean,male
Bahradin,بحردن,Knowledgeable,male
Bahram,بهرام,The planet mars,male
Bahrawar,بحرور,Lionheart.,male
Bahri,بحري,"Sea, Ocean and River",male
Bahroz,بهروز,"Bahroz is the Kurdish variant of the Persian boy name Behruz which means fortunate, lucky.",male
Bahsa,بحصة,"Bahsa is a variant of the Persian boy and girl name Behsa which means good, virtuous. Both Behsa and Bahsa are acceptable names.",male
Bahu,به,"Rod, Name of saint.",male
Bahuj,بحج,Beautiful and Radiant,male
Bahur,بحور,"Bahur is an Arabic name for boys that means brilliant, lucid.",male
Bahz,لاريب,Without a doubt,male
Bahzad,بهزاد,"Bahzad is the Kurdish variant of the Persian name Behzad and means noble, high-born.",male
Bahzar,بهزر,"Bahzar is an Arabic name for boys that means wise, respected.",male
Baid,بعيد,"Another name for God, away, distant",male
Baidar,بيدر,"Attentive, Enlightened",male
Baihas,بيحس,"Baihas is an Arabic name for boys that means lion and figuratively means strong, brave.",male
Bailul,بالول,"Bailul is an Arabic name for boys that means freshness, literally meaning wetness. It is the diminutive form of Bilal.",male
Bais,بيس,One of the ninety-nine names of god,male
Baitaar,بيطار,"Baitaar is an Arabic name for boys that means expert. It also means veterinarian, a person who treats sick and wounded animals.",male
Bajala,بعجلة,"Honoured, venerated.",male
Bajdan,بجدا,"Bajdan is an Arabic name for boys that means resident, one who stays at a place and does not leave it.",male
Bajes,باجس,"Brave, Strong and Courageous",male
Barika,بريقا,"Bloom, be successful",female
Barikaa,بركاء,"Barikaa is an Arabic name for girls that means persevering, striving. It is a variant of Barikah.",female
Barikah,بريكة,"Barikah is an Arabic name for girls that means one who strives, it also means rain that falls continuously.",female
Barirah,بريرة,"Faithful , devoted, pious, kind",female
Bariyya,بريا,"Bariyya is an indirect Quranic name for girls that means creation, all living things created by Allah. It is derived from Allahs name of al-Baree, the Creator.It is derived from the B-R-Hamz (to create, to be innocent) root which is used in many places in the Quran.",female
Bariza,بارزة,"Bariza means prominent, manifest. It is mentioned twice in the Quran, once in the masculine form and once in the feminine form.",female
Barizia,باريزي,Visible and Prominent,female
Barja,برجى,"Barja is a Persian name for boys and girls that means worthy, deserving, fitting. It also means stable, firmly in place, unshakable.",female
Barjaa,برجاء,Of beautiful eyes,female
Barjees,برجيس,Barjees is the Urdu variant of the Arabic boy and girl name Birjees which means Jupiter (the planet).,female
Barkat,بركات,"Bounty, blessing, Abundance, prosperity, blessing, auspicious",female
Barkha,باركها,Rain,female
Barqah,برقه,"Barqah is an Arabic name for girls that means flash of light, one flash of lightening.",female
Barrah,بره,"She was the wunt of the Prophet SAW, daughter of Abdul Muttalib and mother of Abi Salamah RA also the name of the daughter of Abi Tijarah al-Abdariyah who narrated from the Prophet (SAW)( AN)",female
Barraqa,بارقة,"Bright, brilliant, shining, sparkling, glittering fem. of Barraq.",female
Barsala,برسالة,Eyelashes.,female
Barzah,بارزه,She was a narrator of hadith from Sayyidah Ayshah RA,female
Basaair,بصائر,"Clear, Eloquent, Lucid and Distinct | Sign and Proof of Allahs Greatness",female
Basaaria,بسارة,"Beautiful, Prior",female
Basalah,بصله,"Basalah is an Arabic name for girls that means bravery, boldness, courageousness.",female
Basama,بسمة,"Happiness, Laughter, Joy and Delight",female
Basbas,بسباس,"She was a slave-girl of Ibn Nafees she was beautiful and had a melodions voice, (AN)",female
Baseema,بسيمة,Smiling,female
Baseemaa,باسماء,"Baseemaa is an Arabic name for girls that means one who smiles, happy, cheerful.",female
Baseemah,باسمه,"Baseemah is an Arabic name for girls that means one who smiles, cheerful, happy.",female
Baseera,بصيرة,"Baseera is a direct Quranic name for girls that means insight, wisdom, clear proof. The word Baseera is used twice in the Quran.",female
Basemah,باسمه,Smiling,female
Basha,باشا,good tidings,female
Bashair,بشير,"Good news, good omens ,good tidings",female
Bashara,بشارة,Good News and Glad Tidings,female
Adil,عَادِل,"Just, Upright,Honorable, Righteous, Noble, one who acts with justice and fairness, moderate, virtuous, excellent in character",male
Adir,أدير,"Majestic, noble",male
Adiv,أضيف,"Pleasant, gentle",male
Adiy,أدعي,"A companion of the Prophet PBUH, also the name of the son of Hatim Taiy known for his generosity, also the son of Thabit had this name.",male
Adl,أضل,"Justice ,Another name for the quran",male
Adlan,عدلان,"Adlan is an Arabic name for boys that means fair, just, a person who practices justice and fairness. It also means one who follows a straight path.",male
Adli,أدلي,"Judicial, juridical, Pertaining to justice.",male
Adlii,أدلي,Related to justice,male
Adnaan,عدنان,A tribal ancestor of the Quraysh. The Prophet S.A.W was from this tribe.,male
Adnan,عدنان,A descendant of Ismail and traditional ancestor of the North Arabian tribes.. who called themselves 'the sons of Adnan'.,male
Adr,أدر,Adr is an Arabic name for boys that means heavy rain.,male
Adrish,أدرسه,Mirror,male
Aduzahir,عضوذهر,Slave of the Manifest.,male
Aduzzahir,عضوذهر,Slave of the Manifest.,male
Adwam,أدوم,"Adwam is an indirect Quranic name for boys that means more lasting, more stable, eternal, everlasting.",male
Adyan,أديان,"Religions, plural of Din, A nabee was named by this name.",male
Aejaz,أجاز,A person who does miracles,male
Aerdoan,إردوغان,"Fighter, brave, soldier or warrior , Who is born as a brave man,",male
Aetisham,تشم,Preserving oneself from sin.,male
Afaak,أفاق,The place where the earth & sky meet,male
Afam,فم,Loyal,male
Afandi,أفندي,"Noble, master, lord.",male
Afdaal,أفضال,Better,male
Afdal,أفضل,"excellent, good, better",male
Afeef,عفيف,"Pure, Chaste, Pious",male
Afeen,فين,Forgiveness and Forgiving,male
Affaan,عفان,name of Caliph Uthman's father,male
Affan,عفان,"Modest, Father of Caliph Usman, Forgiving person.",male
Afhaam,أفهام,"Sense, Intelligence",male
Afham,أفهم,"Loving, Wisdom, prudence.",male
Azzam,عزام,"Very determined, resolved, resolute.",male
Azzami,عزمي,"Azzami is an Arabic name for boys that means like a lion, fierce.",male
Azzan,أظن,"High Status, Exalted, Sublime and Superb",male
Azzat,عززت,"Azzat is the Turkish form of the Arabic name Azzah, which means gazelle. It is used for both boys and girls.",male
Azziz,عزيز,liked,male
Baadi,بادي,"Distinct, evident, plain, Clear",male
Baadir,بادر,Shining,male
Baahi,باهي,"Glorious, magnificent.",male
Baahir,باهر,"Dazzling, Brilliant, Prevailing.",male
Baakir,باكير,"early ,Early morning",male
Baaligh,بالغ,"Major, (Adult)",male
Baaqir,باقير,"Deeply learned, Genius ,Wise, Intelligent, Clever",male
Baar,بار,"Just, Pious.",male
Baare,بار,"Brilliant, superior, outstanding.",male
Baari,باري,"Originator, creator, One of the names of Allah (swt).",male
Baariq,بارق,"Shining, lightning, bright, illuminating.",male
Baariz,باريز,Visible and Prominent,male
Baasha,باشا,Don,male
Baashir,باشر,"Baashir is an Arabic name for boys that means bringer of good news, bringer of good tidings.",male
Baasim,باسم,Smiling,male
Baasir,باسر,"Seeing, wise.",male
Baasit,باسط,One who spreads or grants prosperity,male
Baaz,باز,falcon / hawk known as the northern goshawk in English.,male
Bab,باب,"Door, gate, chapter, topic, subject",male
Babak,باباك,"Babak is a Persian name for boys that means father, mentor, and in ancient Persia was used as an endearing term for fathers (similar to daddy in English).",male
Babar,بابار,"Origin: Hindi. Literal Meaning: Lion. Contextual meaning: King of Jungle, Lion hearted, brave, courageous and exemplary leadership qualities. Highly, powerful and influential, very charsimatic and bold with splendor and positive radiance.",male
Babbar,بابار,Tiger,male
Baber,ببر,"Courageous, Lion",male
Babik,بابك,"Law, A King Name",male
Babr,ببر,Babr is a Persian name for boys that means tiger.,male
Amaan,أمان,"Trust, safety, security, protection, tranquility, peace of mind, calmness.",male
Amaanullah,أمانلله,Peace from Allah,male
Amaar,عمار,One who prays 5 times and fasts,male
Amad,عماد,"Support of the state, (Its used both as name & title)",male
Amail,أميل,Necklace,male
Amam,أمام,"Safety, Protection",male
Aman,أمان,"Trust, Safety, Protection, Tranquility, Peace of mind",male
Amanat,أمانة,"Something given in trust, deposit, security",male
Amanuddin,منددين,Trust of religion (Islam).,male
Amanullah,أمانلله,"Trust, care of Allah, protection of Allah.",male
Amar,أمر,"One with strong Imaan, Also a Sahabi",male
Amara,عمارة,"large group of ships sailing together, tribe.",male
Amayr,أمير,Crown,male
Amdad,أمداد,Growth and Progress,male
Ameed,عميد,Leader,male
Ameen,أمين,"Divine grace, faithful, trustworthy",male
Ameer,أمير,"Chieftain, ruler, prince, commander, lord, leader, master.",male
Amer,أمر,Rich,male
Amerulla,مريول,Prince,male
Amial,أميال,"Amial is an Arabic name for boys and girls that means lighthouses, it is the plural of meel (lighthouse, which is a building that looks like a minaret and is built near the sea with a lamp on top of it to guide ships).",male
Amid,عميد,"Pillar, support, head, General.",male
Amiduddawlah,معدودولة,"Support of the state, (It is used both as name & title).",male
Amil,عَامِل,"Striver, A worker, Doer, one who hopes.",male
Amima,لتي,"Gentle, kind, pleasant, friendly",male
Amin,أمين,"Trustworthy, faithful, reliable, custodian, honest.",male
Amine,أمين,just,male
Aminuddin,منددين,Trustworthy in the religion (Islam),male
Amir,أمير,"Prosperous, populous, civilized, full of life, large.",male
Amiri,أميري,Leader,male
Amiruddin,معرضين,Leader,male
Bahameen,بهمن,Spring,female
Bahamin,بهمن,Bahamin is a Persian name for boys and girls that means spring (the season). It comes from Pahlavi (ancient Persian) origins.,female
Bahar,بحر,Sea,female
Bahar-banu,بحربن,"Bahar Banu is a Persian name for girls that means beautiful lady. It is formed from Bahar (spring) and Banu (lady, princess).",female
Baharah,بهره,Someone who brings the spring (or a sprint flower),female
Baharak,بحرق,Small spring (season),female
Baharan,بهرا,"Baharan is a Persian name for girls that means springtime, spring, and figuratively it means beautiful.",female
